DATE,Ward Code,Areas,Latitude,Longitude,Nearest Station,Elevation,Land Use Classes,Population,Road Density_m,Distance_to_water_m,Soil Type,Built_up%,True_nearest_distance_m,Rainfall_mm,Rainfall_Intensity_mm_hr,Rainfall Days Count,Rainfall_Hours,Predicted_Flood_Risk,Prediction_Confidence
2025-09-16,Ward R/S,Mahavir Nagar junction,19.206,72.83,Poinsur River,14.0,"transport, commercial, mixed_use",610000,4.37,7,Urban,90.0,1223.88,10.0,2.4,1,22.0,Low,0.99802834
2025-09-17,Ward R/S,Mahavir Nagar junction,19.206,72.83,Poinsur River,14.0,"transport, commercial, mixed_use",610000,4.37,7,Urban,90.0,1223.88,17.9,12.7,1,18.0,Low,0.997159
2025-09-18,Ward R/S,Mahavir Nagar junction,19.206,72.83,Poinsur River,14.0,"transport, commercial, mixed_use",610000,4.37,7,Urban,90.0,1223.88,15.8,4.6,1,21.0,Low,0.99802834
2025-09-19,Ward R/S,Mahavir Nagar junction,19.206,72.83,Poinsur River,14.0,"transport, commercial, mixed_use",610000,4.37,7,Urban,90.0,1223.88,0.0,0.3,0,5.0,Low,0.9841958
2025-09-20,Ward R/S,Mahavir Nagar junction,19.206,72.83,Poinsur River,14.0,"transport, commercial, mixed_use",610000,4.37,7,Urban,90.0,1223.88,22.1,0.9208333333333334,1,24.0,Low,0.99176747
2025-09-21,Ward R/S,Mahavir Nagar junction,19.206,72.83,Poinsur River,14.0,"transport, commercial, mixed_use",610000,4.37,7,Urban,90.0,1223.88,24.3,1.0125,1,24.0,Low,0.9920151
2025-09-22,Ward R/S,Mahavir Nagar junction,19.206,72.83,Poinsur River,14.0,"transport, commercial, mixed_use",610000,4.37,7,Urban,90.0,1223.88,52.2,2.1750000000000003,1,24.0,Low,0.9914404
2025-09-23,Ward R/S,Mahavir Nagar junction,19.206,72.83,Poinsur River,14.0,"transport, commercial, mixed_use",610000,4.37,7,Urban,90.0,1223.88,31.9,1.3291666666666666,1,24.0,Low,0.99497837
2025-09-24,Ward R/S,Mahavir Nagar junction,19.206,72.83,Poinsur River,14.0,"transport, commercial, mixed_use",610000,4.37,7,Urban,90.0,1223.88,1.5,0.1,1,15.0,Low,0.9950494
2025-09-25,Ward R/S,Mahavir Nagar junction,19.206,72.83,Poinsur River,14.0,"transport, commercial, mixed_use",610000,4.37,7,Urban,90.0,1223.88,1.8,0.2,1,9.0,Low,0.9950494
2025-09-26,Ward R/S,Mahavir Nagar junction,19.206,72.83,Poinsur River,14.0,"transport, commercial, mixed_use",610000,4.37,7,Urban,90.0,1223.88,3.0,0.2,1,15.0,Low,0.9950494
2025-09-13,Ward G/N,Mahim,19.0423145,72.8398344,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,12.4,2.1,1,18.0,Low,0.99983835
2025-09-14,Ward G/N,Mahim,19.0423145,72.8398344,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,16.3,3.6,1,24.0,Low,0.99983835
2025-09-15,Ward G/N,Mahim,19.0423145,72.8398344,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,72.3,13.2,1,18.0,Low,0.99943954
2025-09-16,Ward G/N,Mahim,19.0423145,72.8398344,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,7.8,0.9,1,22.0,Low,0.99977833
2025-09-17,Ward G/N,Mahim,19.0423145,72.8398344,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,15.2,4.5,1,22.0,Low,0.99983835
2025-09-18,Ward G/N,Mahim,19.0423145,72.8398344,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,9.9,1.3,1,21.0,Low,0.99983835
2025-09-19,Ward G/N,Mahim,19.0423145,72.8398344,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,0.0,3.3,0,6.0,Low,0.99961925
2025-09-20,Ward G/N,Mahim,19.0423145,72.8398344,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,22.4,0.9333333333333332,1,24.0,Low,0.99976975
2025-09-21,Ward G/N,Mahim,19.0423145,72.8398344,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,23.7,0.9875,1,24.0,Low,0.99976975
2025-09-22,Ward G/N,Mahim,19.0423145,72.8398344,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,43.5,1.8125,1,24.0,Low,0.9995571
2025-09-23,Ward G/N,Mahim,19.0423145,72.8398344,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,29.8,1.3545454545454545,1,22.0,Low,0.9997701
2025-09-24,Ward G/N,Mahim,19.0423145,72.8398344,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,3.3,0.1571428571428571,1,21.0,Low,0.9997582
2025-09-25,Ward G/N,Mahim,19.0423145,72.8398344,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,1.8,0.15,1,12.0,Low,0.9997582
2025-09-26,Ward G/N,Mahim,19.0423145,72.8398344,Mahim Creek,7.537038075,park,430000,2.435036502,3988,Sand,50.80712462,2311.0,3.6,0.2,1,18.0,Low,0.9997582
2025-09-13,Ward M/W,Mahul Village,19.0054,72.8841,Chembur Nalla,4.0,"transport, mixed_use",580000,23.35,5,Clayey,90.0,152.33,12.4,2.1,1,18.0,Low,0.99791545
2025-09-14,Ward M/W,Mahul Village,19.0054,72.8841,Chembur Nalla,4.0,"transport, mixed_use",580000,23.35,5,Clayey,90.0,152.33,16.3,3.6,1,24.0,Low,0.9981382
2025-09-15,Ward M/W,Mahul Village,19.0054,72.8841,Chembur Nalla,4.0,"transport, mixed_use",580000,23.35,5,Clayey,90.0,152.33,72.3,13.2,1,18.0,Low,0.99385023
2025-09-16,Ward M/W,Mahul Village,19.0054,72.8841,Chembur Nalla,4.0,"transport, mixed_use",580000,23.35,5,Clayey,90.0,152.33,7.8,0.9,1,22.0,Low,0.997489
2025-09-17,Ward M/W,Mahul Village,19.0054,72.8841,Chembur Nalla,4.0,"transport, mixed_use",580000,23.35,5,Clayey,90.0,152.33,15.2,4.5,1,22.0,Low,0.9981382
2025-09-18,Ward M/W,Mahul Village,19.0054,72.8841,Chembur Nalla,4.0,"transport, mixed_use",580000,23.35,5,Clayey,90.0,152.33,9.9,1.3,1,21.0,Low,0.99791545
2025-09-19,Ward M/W,Mahul Village,19.0054,72.8841,Chembur Nalla,4.0,"transport, mixed_use",580000,23.35,5,Clayey,90.0,152.33,0.0,3.3,0,6.0,Low,0.9951822
2025-09-20,Ward M/W,Mahul Village,19.0054,72.8841,Chembur Nalla,4.0,"transport, mixed_use",580000,23.35,5,Clayey,90.0,152.33,22.4,0.9333333333333332,1,24.0,Low,0.99672747
2025-09-21,Ward M/W,Mahul Village,19.0054,72.8841,Chembur Nalla,4.0,"transport, mixed_use",580000,23.35,5,Clayey,90.0,152.33,23.7,0.9875,1,24.0,Low,0.99672747
2025-09-22,Ward M/W,Mahul Village,19.0054,72.8841,Chembur Nalla,4.0,"transport, mixed_use",580000,23.35,5,Clayey,90.0,152.33,43.5,1.8125,1,24.0,Low,0.99454343
2025-09-23,Ward M/W,Mahul Village,19.0054,72.8841,Chembur Nalla,4.0,"transport, mixed_use",580000,23.35,5,Clayey,90.0,152.33,29.8,1.3545454545454545,1,22.0,Low,0.9968272
2025-09-24,Ward M/W,Mahul Village,19.0054,72.8841,Chembur Nalla,4.0,"transport, mixed_use",580000,23.35,5,Clayey,90.0,152.33,3.3,0.1571428571428571,1,21.0,Low,0.9967495
2025-09-25,Ward M/W,Mahul Village,19.0054,72.8841,Chembur Nalla,4.0,"transport, mixed_use",580000,23.35,5,Clayey,90.0,152.33,1.8,0.15,1,12.0,Low,0.9967495
2025-09-26,Ward M/W,Mahul Village,19.0054,72.8841,Chembur Nalla,4.0,"transport, mixed_use",580000,23.35,5,Clayey,90.0,152.33,3.6,0.2,1,18.0,Low,0.9967495
2025-09-13,Ward R/C,Mandapeshwar Creek edge,19.2408,72.8173,Kurla Nalla,2.0,"residential, slum, mixed_use",940000,28.38,67,Clayey,90.0,87.58,8.5,2.4,1,14.0,Low,0.99936885
2025-09-14,Ward R/C,Mandapeshwar Creek edge,19.2408,72.8173,Kurla Nalla,2.0,"residential, slum, mixed_use",940000,28.38,67,Clayey,90.0,87.58,8.0,1.3,1,22.0,Low,0.99936885
2025-09-15,Ward R/C,Mandapeshwar Creek edge,19.2408,72.8173,Kurla Nalla,2.0,"residential, slum, mixed_use",940000,28.38,67,Clayey,90.0,87.58,17.3,4.3,1,20.0,Low,0.99927837
2025-09-16,Ward R/C,Mandapeshwar Creek edge,19.2408,72.8173,Kurla Nalla,2.0,"residential, slum, mixed_use",940000,28.38,67,Clayey,90.0,87.58,10.0,2.4,1,22.0,Low,0.99936885
2025-09-17,Ward R/C,Mandapeshwar Creek edge,19.2408,72.8173,Kurla Nalla,2.0,"residential, slum, mixed_use",940000,28.38,67,Clayey,90.0,87.58,17.9,12.7,1,18.0,Low,0.99927837
2025-09-18,Ward R/C,Mandapeshwar Creek edge,19.2408,72.8173,Kurla Nalla,2.0,"residential, slum, mixed_use",940000,28.38,67,Clayey,90.0,87.58,15.8,4.6,1,21.0,Low,0.99936885
2025-09-19,Ward R/C,Mandapeshwar Creek edge,19.2408,72.8173,Kurla Nalla,2.0,"residential, slum, mixed_use",940000,28.38,67,Clayey,90.0,87.58,0.0,0.3,0,5.0,Low,0.99670047
2025-09-20,Ward R/C,Mandapeshwar Creek edge,19.2408,72.8173,Kurla Nalla,2.0,"residential, slum, mixed_use",940000,28.38,67,Clayey,90.0,87.58,22.1,0.9208333333333334,1,24.0,Low,0.9991737
2025-09-21,Ward R/C,Mandapeshwar Creek edge,19.2408,72.8173,Kurla Nalla,2.0,"residential, slum, mixed_use",940000,28.38,67,Clayey,90.0,87.58,24.3,1.0125,1,24.0,Low,0.9992447
2025-09-22,Ward R/C,Mandapeshwar Creek edge,19.2408,72.8173,Kurla Nalla,2.0,"residential, slum, mixed_use",940000,28.38,67,Clayey,90.0,87.58,52.2,2.1750000000000003,1,24.0,Low,0.9986186
2025-09-23,Ward R/C,Mandapeshwar Creek edge,19.2408,72.8173,Kurla Nalla,2.0,"residential, slum, mixed_use",940000,28.38,67,Clayey,90.0,87.58,31.9,1.3291666666666666,1,24.0,Low,0.9991934
2025-09-24,Ward R/C,Mandapeshwar Creek edge,19.2408,72.8173,Kurla Nalla,2.0,"residential, slum, mixed_use",940000,28.38,67,Clayey,90.0,87.58,1.5,0.1,1,15.0,Low,0.9991466
2025-09-25,Ward R/C,Mandapeshwar Creek edge,19.2408,72.8173,Kurla Nalla,2.0,"residential, slum, mixed_use",940000,28.38,67,Clayey,90.0,87.58,1.8,0.2,1,9.0,Low,0.9991466
2025-09-26,Ward R/C,Mandapeshwar Creek edge,19.2408,72.8173,Kurla Nalla,2.0,"residential, slum, mixed_use",940000,28.38,67,Clayey,90.0,87.58,3.0,0.2,1,15.0,Low,0.9991466
2025-09-13,Ward C,Marine Lines Subway,18.9458,72.8238,Arabian Sea ,16.0,"transport, mixed_use",190000,30.29,5,Urban,90.0,2265.59,11.8,3.3,1,14.0,Low,0.7374635
2025-09-14,Ward C,Marine Lines Subway,18.9458,72.8238,Arabian Sea ,16.0,"transport, mixed_use",190000,30.29,5,Urban,90.0,2265.59,15.1,2.9,1,19.0,Low,0.7374635
2025-09-15,Ward C,Marine Lines Subway,18.9458,72.8238,Arabian Sea ,16.0,"transport, mixed_use",190000,30.29,5,Urban,90.0,2265.59,82.8,12.7,1,19.0,Low,0.6840805
2025-09-16,Ward C,Marine Lines Subway,18.9458,72.8238,Arabian Sea ,16.0,"transport, mixed_use",190000,30.29,5,Urban,90.0,2265.59,10.6,1.3,1,20.0,Low,0.76261544
2025-09-17,Ward C,Marine Lines Subway,18.9458,72.8238,Arabian Sea ,16.0,"transport, mixed_use",190000,30.29,5,Urban,90.0,2265.59,10.4,1.6,1,21.0,Low,0.76261544
2025-09-18,Ward C,Marine Lines Subway,18.9458,72.8238,Arabian Sea ,16.0,"transport, mixed_use",190000,30.29,5,Urban,90.0,2265.59,18.7,3.3,1,21.0,Low,0.7194495
2025-09-19,Ward C,Marine Lines Subway,18.9458,72.8238,Arabian Sea ,16.0,"transport, mixed_use",190000,30.29,5,Urban,90.0,2265.59,0.0,3.3,0,6.0,Low,0.72672516
2025-09-20,Ward C,Marine Lines Subway,18.9458,72.8238,Arabian Sea ,16.0,"transport, mixed_use",190000,30.29,5,Urban,90.0,2265.59,22.4,0.9333333333333332,1,24.0,Low,0.6833801
2025-09-21,Ward C,Marine Lines Subway,18.9458,72.8238,Arabian Sea ,16.0,"transport, mixed_use",190000,30.29,5,Urban,90.0,2265.59,23.7,0.9875,1,24.0,Low,0.6833801
2025-09-22,Ward C,Marine Lines Subway,18.9458,72.8238,Arabian Sea ,16.0,"transport, mixed_use",190000,30.29,5,Urban,90.0,2265.59,43.5,1.8125,1,24.0,Low,0.7769652
2025-09-23,Ward C,Marine Lines Subway,18.9458,72.8238,Arabian Sea ,16.0,"transport, mixed_use",190000,30.29,5,Urban,90.0,2265.59,29.8,1.3545454545454545,1,22.0,Low,0.6862923
2025-09-24,Ward C,Marine Lines Subway,18.9458,72.8238,Arabian Sea ,16.0,"transport, mixed_use",190000,30.29,5,Urban,90.0,2265.59,3.3,0.1571428571428571,1,21.0,Low,0.7803199
2025-09-25,Ward C,Marine Lines Subway,18.9458,72.8238,Arabian Sea ,16.0,"transport, mixed_use",190000,30.29,5,Urban,90.0,2265.59,1.8,0.15,1,12.0,Low,0.7803199
2025-09-26,Ward C,Marine Lines Subway,18.9458,72.8238,Arabian Sea ,16.0,"transport, mixed_use",190000,30.29,5,Urban,90.0,2265.59,3.6,0.2,1,18.0,Low,0.7803199
2025-09-13,Ward K/E,Marol Naka,19.1049,72.8837,Powai Lake,11.0,"transport, mixed_use",880000,12.49,8,Urban,90.0,439.32,12.7,3.5,1,17.0,Low,0.99779934
2025-09-14,Ward K/E,Marol Naka,19.1049,72.8837,Powai Lake,11.0,"transport, mixed_use",880000,12.49,8,Urban,90.0,439.32,12.2,2.8,1,22.0,Low,0.99779934
2025-09-15,Ward K/E,Marol Naka,19.1049,72.8837,Powai Lake,11.0,"transport, mixed_use",880000,12.49,8,Urban,90.0,439.32,65.5,10.6,1,18.0,Low,0.99154305
2025-09-16,Ward K/E,Marol Naka,19.1049,72.8837,Powai Lake,11.0,"transport, mixed_use",880000,12.49,8,Urban,90.0,439.32,5.2,0.9,1,23.0,Low,0.9965977
2025-09-17,Ward K/E,Marol Naka,19.1049,72.8837,Powai Lake,11.0,"transport, mixed_use",880000,12.49,8,Urban,90.0,439.32,25.7,14.8,1,21.0,Low,0.99690187
2025-09-18,Ward K/E,Marol Naka,19.1049,72.8837,Powai Lake,11.0,"transport, mixed_use",880000,12.49,8,Urban,90.0,439.32,10.4,1.9,1,21.0,Low,0.9967614
2025-09-19,Ward K/E,Marol Naka,19.1049,72.8837,Powai Lake,11.0,"transport, mixed_use",880000,12.49,8,Urban,90.0,439.32,0.0,0.7,0,3.0,Low,0.9885055
2025-09-20,Ward K/E,Marol Naka,19.1049,72.8837,Powai Lake,11.0,"transport, mixed_use",880000,12.49,8,Urban,90.0,439.32,22.4,0.9333333333333332,1,24.0,Low,0.9920515
2025-09-21,Ward K/E,Marol Naka,19.1049,72.8837,Powai Lake,11.0,"transport, mixed_use",880000,12.49,8,Urban,90.0,439.32,23.7,0.9875,1,24.0,Low,0.9920515
2025-09-22,Ward K/E,Marol Naka,19.1049,72.8837,Powai Lake,11.0,"transport, mixed_use",880000,12.49,8,Urban,90.0,439.32,43.5,1.8125,1,24.0,Low,0.9928678
2025-09-23,Ward K/E,Marol Naka,19.1049,72.8837,Powai Lake,11.0,"transport, mixed_use",880000,12.49,8,Urban,90.0,439.32,29.8,1.3545454545454545,1,22.0,Low,0.99244714
2025-09-24,Ward K/E,Marol Naka,19.1049,72.8837,Powai Lake,11.0,"transport, mixed_use",880000,12.49,8,Urban,90.0,439.32,3.3,0.1571428571428571,1,21.0,Low,0.9952708
2025-09-25,Ward K/E,Marol Naka,19.1049,72.8837,Powai Lake,11.0,"transport, mixed_use",880000,12.49,8,Urban,90.0,439.32,1.8,0.15,1,12.0,Low,0.9952708
2025-09-26,Ward K/E,Marol Naka,19.1049,72.8837,Powai Lake,11.0,"transport, mixed_use",880000,12.49,8,Urban,90.0,439.32,3.6,0.2,1,18.0,Low,0.9952708
2025-09-13,Ward P/N,Marve,19.1946967,72.7992026,Malad/Marve Creek,5.679746143,residential,820000,4.596799512,2053,Sand,68.46434896,5220.0,8.5,2.4,1,14.0,Low,0.9997862
2025-09-14,Ward P/N,Marve,19.1946967,72.7992026,Malad/Marve Creek,5.679746143,residential,820000,4.596799512,2053,Sand,68.46434896,5220.0,8.0,1.3,1,22.0,Low,0.9997886
2025-09-15,Ward P/N,Marve,19.1946967,72.7992026,Malad/Marve Creek,5.679746143,residential,820000,4.596799512,2053,Sand,68.46434896,5220.0,17.3,4.3,1,20.0,Low,0.9997234
2025-09-16,Ward P/N,Marve,19.1946967,72.7992026,Malad/Marve Creek,5.679746143,residential,820000,4.596799512,2053,Sand,68.46434896,5220.0,10.0,2.4,1,22.0,Low,0.9997862
2025-09-17,Ward P/N,Marve,19.1946967,72.7992026,Malad/Marve Creek,5.679746143,residential,820000,4.596799512,2053,Sand,68.46434896,5220.0,17.9,12.7,1,18.0,Low,0.9997234
2025-09-18,Ward P/N,Marve,19.1946967,72.7992026,Malad/Marve Creek,5.679746143,residential,820000,4.596799512,2053,Sand,68.46434896,5220.0,15.8,4.6,1,21.0,Low,0.9997862
2025-09-19,Ward P/N,Marve,19.1946967,72.7992026,Malad/Marve Creek,5.679746143,residential,820000,4.596799512,2053,Sand,68.46434896,5220.0,0.0,0.3,0,5.0,Low,0.99913377
2025-09-20,Ward P/N,Marve,19.1946967,72.7992026,Malad/Marve Creek,5.679746143,residential,820000,4.596799512,2053,Sand,68.46434896,5220.0,22.4,0.9333333333333332,1,24.0,Low,0.99972016
2025-09-21,Ward P/N,Marve,19.1946967,72.7992026,Malad/Marve Creek,5.679746143,residential,820000,4.596799512,2053,Sand,68.46434896,5220.0,23.7,0.9875,1,24.0,Low,0.99972016
2025-09-22,Ward P/N,Marve,19.1946967,72.7992026,Malad/Marve Creek,5.679746143,residential,820000,4.596799512,2053,Sand,68.46434896,5220.0,43.5,1.8125,1,24.0,Low,0.9994419
2025-09-23,Ward P/N,Marve,19.1946967,72.7992026,Malad/Marve Creek,5.679746143,residential,820000,4.596799512,2053,Sand,68.46434896,5220.0,29.8,1.3545454545454545,1,22.0,Low,0.99971956
2025-09-24,Ward P/N,Marve,19.1946967,72.7992026,Malad/Marve Creek,5.679746143,residential,820000,4.596799512,2053,Sand,68.46434896,5220.0,3.3,0.1571428571428571,1,21.0,Low,0.999658
2025-09-25,Ward P/N,Marve,19.1946967,72.7992026,Malad/Marve Creek,5.679746143,residential,820000,4.596799512,2053,Sand,68.46434896,5220.0,1.8,0.15,1,12.0,Low,0.999658
2025-09-26,Ward P/N,Marve,19.1946967,72.7992026,Malad/Marve Creek,5.679746143,residential,820000,4.596799512,2053,Sand,68.46434896,5220.0,3.6,0.2,1,18.0,Low,0.999658
2025-09-13,Ward F/N,Matunga,19.0274356,72.8501467,Mahim Creek,8.049331941,residential,530000,4.711813057,1277,Clay,56.44494497,3717.0,12.4,2.1,1,18.0,Low,0.999858
2025-09-14,Ward F/N,Matunga,19.0274356,72.8501467,Mahim Creek,8.049331941,residential,530000,4.711813057,1277,Clay,56.44494497,3717.0,16.3,3.6,1,24.0,Low,0.999858
2025-09-15,Ward F/N,Matunga,19.0274356,72.8501467,Mahim Creek,8.049331941,residential,530000,4.711813057,1277,Clay,56.44494497,3717.0,72.3,13.2,1,18.0,Low,0.9993894
2025-09-16,Ward F/N,Matunga,19.0274356,72.8501467,Mahim Creek,8.049331941,residential,530000,4.711813057,1277,Clay,56.44494497,3717.0,7.8,0.9,1,22.0,Low,0.99984956
2025-09-17,Ward F/N,Matunga,19.0274356,72.8501467,Mahim Creek,8.049331941,residential,530000,4.711813057,1277,Clay,56.44494497,3717.0,15.2,4.5,1,22.0,Low,0.999858
2025-09-18,Ward F/N,Matunga,19.0274356,72.8501467,Mahim Creek,8.049331941,residential,530000,4.711813057,1277,Clay,56.44494497,3717.0,9.9,1.3,1,21.0,Low,0.999858
2025-09-19,Ward F/N,Matunga,19.0274356,72.8501467,Mahim Creek,8.049331941,residential,530000,4.711813057,1277,Clay,56.44494497,3717.0,0.0,3.3,0,6.0,Low,0.9996257
2025-09-20,Ward F/N,Matunga,19.0274356,72.8501467,Mahim Creek,8.049331941,residential,530000,4.711813057,1277,Clay,56.44494497,3717.0,22.4,0.9333333333333332,1,24.0,Low,0.9997471
2025-09-21,Ward F/N,Matunga,19.0274356,72.8501467,Mahim Creek,8.049331941,residential,530000,4.711813057,1277,Clay,56.44494497,3717.0,23.7,0.9875,1,24.0,Low,0.9997471
2025-09-22,Ward F/N,Matunga,19.0274356,72.8501467,Mahim Creek,8.049331941,residential,530000,4.711813057,1277,Clay,56.44494497,3717.0,43.5,1.8125,1,24.0,Low,0.9994392
2025-09-23,Ward F/N,Matunga,19.0274356,72.8501467,Mahim Creek,8.049331941,residential,530000,4.711813057,1277,Clay,56.44494497,3717.0,29.8,1.3545454545454545,1,22.0,Low,0.99974865
2025-09-24,Ward F/N,Matunga,19.0274356,72.8501467,Mahim Creek,8.049331941,residential,530000,4.711813057,1277,Clay,56.44494497,3717.0,3.3,0.1571428571428571,1,21.0,Low,0.99977297
2025-09-25,Ward F/N,Matunga,19.0274356,72.8501467,Mahim Creek,8.049331941,residential,530000,4.711813057,1277,Clay,56.44494497,3717.0,1.8,0.15,1,12.0,Low,0.99977297
2025-09-26,Ward F/N,Matunga,19.0274356,72.8501467,Mahim Creek,8.049331941,residential,530000,4.711813057,1277,Clay,56.44494497,3717.0,3.6,0.2,1,18.0,Low,0.99977297
2025-09-13,Ward T,Mehul Circle,19.1741,72.9592,Tulsi Lake,5.0,"commercial, residential, mixed_use",640000,18.36,15,Urban,90.0,569.83,9.5,2.4,1,17.0,Low,0.9980775
2025-09-14,Ward T,Mehul Circle,19.1741,72.9592,Tulsi Lake,5.0,"commercial, residential, mixed_use",640000,18.36,15,Urban,90.0,569.83,11.9,2.8,1,22.0,Low,0.9980775
2025-09-15,Ward T,Mehul Circle,19.1741,72.9592,Tulsi Lake,5.0,"commercial, residential, mixed_use",640000,18.36,15,Urban,90.0,569.83,29.4,5.5,1,17.0,Low,0.99770266
2025-09-16,Ward T,Mehul Circle,19.1741,72.9592,Tulsi Lake,5.0,"commercial, residential, mixed_use",640000,18.36,15,Urban,90.0,569.83,12.9,4.6,1,21.0,Low,0.9980775
2025-09-17,Ward T,Mehul Circle,19.1741,72.9592,Tulsi Lake,5.0,"commercial, residential, mixed_use",640000,18.36,15,Urban,90.0,569.83,32.2,14.0,1,22.0,Low,0.9970282
2025-09-18,Ward T,Mehul Circle,19.1741,72.9592,Tulsi Lake,5.0,"commercial, residential, mixed_use",640000,18.36,15,Urban,90.0,569.83,12.5,2.0,1,20.0,Low,0.99785966
2025-09-19,Ward T,Mehul Circle,19.1741,72.9592,Tulsi Lake,5.0,"commercial, residential, mixed_use",640000,18.36,15,Urban,90.0,569.83,0.0,0.1,0,1.0,Low,0.9856248
2025-09-20,Ward T,Mehul Circle,19.1741,72.9592,Tulsi Lake,5.0,"commercial, residential, mixed_use",640000,18.36,15,Urban,90.0,569.83,17.6,0.7333333333333334,1,24.0,Low,0.99547195
2025-09-21,Ward T,Mehul Circle,19.1741,72.9592,Tulsi Lake,5.0,"commercial, residential, mixed_use",640000,18.36,15,Urban,90.0,569.83,15.6,0.6782608695652174,1,23.0,Low,0.9924585
2025-09-22,Ward T,Mehul Circle,19.1741,72.9592,Tulsi Lake,5.0,"commercial, residential, mixed_use",640000,18.36,15,Urban,90.0,569.83,28.1,1.1708333333333334,1,24.0,Low,0.99690175
2025-09-23,Ward T,Mehul Circle,19.1741,72.9592,Tulsi Lake,5.0,"commercial, residential, mixed_use",640000,18.36,15,Urban,90.0,569.83,33.2,1.5090909090909093,1,22.0,Low,0.9966001
2025-09-24,Ward T,Mehul Circle,19.1741,72.9592,Tulsi Lake,5.0,"commercial, residential, mixed_use",640000,18.36,15,Urban,90.0,569.83,1.5,0.1666666666666666,1,9.0,Low,0.99719834
2025-09-25,Ward T,Mehul Circle,19.1741,72.9592,Tulsi Lake,5.0,"commercial, residential, mixed_use",640000,18.36,15,Urban,90.0,569.83,0.0,0.0,0,0.0,Low,0.9844301
2025-09-26,Ward T,Mehul Circle,19.1741,72.9592,Tulsi Lake,5.0,"commercial, residential, mixed_use",640000,18.36,15,Urban,90.0,569.83,1.5,0.1666666666666666,1,9.0,Low,0.99719834
2025-09-13,Ward A,Metro Cinema Subway,18.9445,72.8279,Arabian Sea ,12.0,"commercial, transport",185000,31.67,10,Urban,90.0,2022.25,11.8,3.3,1,14.0,Low,0.99925584
2025-09-14,Ward A,Metro Cinema Subway,18.9445,72.8279,Arabian Sea ,12.0,"commercial, transport",185000,31.67,10,Urban,90.0,2022.25,15.1,2.9,1,19.0,Low,0.99925584
2025-09-15,Ward A,Metro Cinema Subway,18.9445,72.8279,Arabian Sea ,12.0,"commercial, transport",185000,31.67,10,Urban,90.0,2022.25,82.8,12.7,1,19.0,Low,0.9978136
2025-09-16,Ward A,Metro Cinema Subway,18.9445,72.8279,Arabian Sea ,12.0,"commercial, transport",185000,31.67,10,Urban,90.0,2022.25,10.6,1.3,1,20.0,Low,0.998855
2025-09-17,Ward A,Metro Cinema Subway,18.9445,72.8279,Arabian Sea ,12.0,"commercial, transport",185000,31.67,10,Urban,90.0,2022.25,10.4,1.6,1,21.0,Low,0.998855
2025-09-18,Ward A,Metro Cinema Subway,18.9445,72.8279,Arabian Sea ,12.0,"commercial, transport",185000,31.67,10,Urban,90.0,2022.25,18.7,3.3,1,21.0,Low,0.9987961
2025-09-19,Ward A,Metro Cinema Subway,18.9445,72.8279,Arabian Sea ,12.0,"commercial, transport",185000,31.67,10,Urban,90.0,2022.25,0.0,3.3,0,6.0,Low,0.9983859
2025-09-20,Ward A,Metro Cinema Subway,18.9445,72.8279,Arabian Sea ,12.0,"commercial, transport",185000,31.67,10,Urban,90.0,2022.25,22.4,0.9333333333333332,1,24.0,Low,0.99780816
2025-09-21,Ward A,Metro Cinema Subway,18.9445,72.8279,Arabian Sea ,12.0,"commercial, transport",185000,31.67,10,Urban,90.0,2022.25,23.7,0.9875,1,24.0,Low,0.99780816
2025-09-22,Ward A,Metro Cinema Subway,18.9445,72.8279,Arabian Sea ,12.0,"commercial, transport",185000,31.67,10,Urban,90.0,2022.25,43.5,1.8125,1,24.0,Low,0.9978757
2025-09-23,Ward A,Metro Cinema Subway,18.9445,72.8279,Arabian Sea ,12.0,"commercial, transport",185000,31.67,10,Urban,90.0,2022.25,29.8,1.3545454545454545,1,22.0,Low,0.997681
2025-09-24,Ward A,Metro Cinema Subway,18.9445,72.8279,Arabian Sea ,12.0,"commercial, transport",185000,31.67,10,Urban,90.0,2022.25,3.3,0.1571428571428571,1,21.0,Low,0.97514606
2025-09-25,Ward A,Metro Cinema Subway,18.9445,72.8279,Arabian Sea ,12.0,"commercial, transport",185000,31.67,10,Urban,90.0,2022.25,1.8,0.15,1,12.0,Low,0.97514606
